Mean_Unemployment_Rate,Std_Unemployment_Rate,Mean_Theta,Std_Theta,Mean_Profit,Std_Profit,Mean_Price,Std_Price
0.049999999999999996,0.0,8.548571428571428,0.318100940924072,422.02329650629235,1031.8735610280605,0.7632313733317945,0.015202459069587821
0.06589996629482732,0.0042063816133389624,7.613484086737991,2.0563339994197,8291.368400000001,79.90418593268166,13.78174778423786,70.9100653158658
0.08018964125259569,0.005932269044620947,7.144548978635517,3.0731841230742907,7995.998359999996,122.05485116228226,-73.81543615130155,183.77838643343148
0.0949014400537775,0.007391083910170989,7.52119937729347,3.415774412885572,7639.62724,132.80707973503644,49.919947719748826,98.01921678310504
0.10916228953419127,0.008260789678908632,7.733740410466079,3.804741632341539,7313.57536,204.01555824081174,-17.79281803676244,119.92212467779984
0.1229452040461018,0.008660333321205855,8.351105016620812,3.868686673300422,7012.725159999996,205.36222051367847,119.79318070477453,246.42630985887436
0.13905153369170797,0.008364494239959766,8.668455928037606,3.766504419549231,6746.010319999999,223.95841477566017,15.056788315297462,64.95605995323683
0.15538255312727484,0.00883723876630158,9.072043205906246,3.6124073122150713,6466.986679999999,269.5865582384032,61.94172866331576,152.10715347799783
0.18529997987536628,0.011030087328768888,8.454145514789229,3.2644033893608673,6176.206960000001,301.10245896383765,-12.985870583691115,126.1632692490692
0.22576940560323933,0.009805684379117954,7.611557553017851,2.552747420572697,5857.232639999999,382.6477770790143,29.37221973878715,29.154843845024306
0.26123203229049574,0.010050406269239892,7.06341910604408,1.9795882272445757,5546.315879999999,361.12688379044357,19.062427807155967,10.056785744393807
0.2960119265456917,0.0119094863321068,6.508579318819729,1.6098531491079837,5275.451719999999,379.79930972982913,16.043310893808574,6.568927676912219
0.32949491280316995,0.013479006936190233,6.023190644181178,1.2771742421235617,5029.211040000001,393.86341457223165,14.107402537566216,4.180451926846506
0.36211957798454947,0.01314828124563023,5.503813569802787,1.0084007048937116,4762.33352,365.4822275494892,12.824507923693389,3.014706299020683
0.3943404358385788,0.012809647613645924,5.099503868993731,0.8000423607945216,4470.81488,386.99177244908043,11.793026435318987,2.1029674405771117
0.41616960117041846,0.013741628679022047,4.877464759196696,0.6640082996822132,4226.494999999999,399.43374868536654,11.25681392643707,1.8193591518313639
0.43784737506765303,0.013738221011901265,4.696101100889671,0.5955899913312399,3968.8333999999995,392.7299539491438,10.779837053300122,1.4181311632993499
0.4578046955343079,0.013729537718140002,4.5266905602722876,0.5849219502207657,3759.579879999999,368.5805542100634,10.458283616124936,1.046707356734652
