Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta
20.157950896393835,19.97562267091912,19.865957436241512,20.546958366837263,20.151063819068582,20.098185688314736,20.836518035649405,20.23159017063416,19.977212496037517,20.08647213788516
20.149606288635376,19.9775808029314,19.84772369448052,20.53753279761809,20.145473563503156,20.069291328047616,20.810542786633327,20.205774267608515,19.96715327426113,20.087160741081856
20.147727262320387,19.97024113906093,19.81925848618988,20.51394627039569,20.12564365596002,20.039772716921604,20.786337945153395,20.20196279948245,19.971267306325668,20.05803799688853
20.122459339368667,19.962626252544126,19.808510628263164,20.496443079016032,20.091691985769152,20.015243892268675,20.756319504167685,20.18445120925587,19.954040393962604,20.041961567218426
20.098950514693176,19.94831012925034,19.79860417756799,20.464267855839942,20.086241266158403,19.98050973514217,20.72686566132992,20.154922528658208,19.937872753510003,20.0333333233665
20.073254660730942,19.918337398572938,19.772437459650597,20.40707963598472,20.047081893061755,19.944936076723238,20.67498775297357,20.12389379541598,19.89584351105337,20.00195789525112
20.049854782163678,19.89321788364925,19.751447866915324,20.37076475296672,20.013996129336878,19.94530492742241,20.651734094098398,20.097289438481468,19.855699846149257,19.965334607623817
20.025726526905324,19.85707523906433,19.721140133149103,20.32301094791662,19.969121130656,19.92234396382928,20.603603593834237,20.067651252945375,19.82016089928057,19.92183798203608
19.98218470699382,19.8323241640278,19.69331462379929,20.26300983578856,19.94062645164066,19.87529300521552,20.560895930676203,20.022503506787388,19.77270609232757,19.888578079306026
19.92988928970024,19.793767176996443,19.662833477615997,20.20433578403859,19.89098435147609,19.82380072886356,20.505968769281008,19.97047969558557,19.72089824944047,19.853211000067336
19.87250452818852,19.73534715070544,19.621266959447397,20.156079845664213,19.830769221796032,19.779038103548533,20.442186079294405,19.91288565339706,19.66862036985184,19.80595666976265
19.813476117887785,19.69653947662088,19.561192692674148,20.098616680009545,19.780596341886696,19.714413199591963,20.364726779047214,19.859437742142152,19.627329183838807,19.762538828334428
19.75768216867529,19.64338715860175,19.48971552757562,20.036874442477227,19.70853390822384,19.66022826178217,20.29663607675988,19.81518875337349,19.567437791546297,19.677869917207392
19.718236810839137,19.564190631359303,19.451765710830426,19.97320656008072,19.650732119013465,19.617977519611937,20.226471843478095,19.775280890330475,19.49978530721349,19.60884498943373
19.67886005117871,19.49831080257673,19.400169555150416,19.912803054056656,19.59643916083237,19.563589953397027,20.16363635511052,19.708209264267037,19.43623309990024,19.551942559310834
19.6102971872707,19.42192690223342,19.35043803948668,19.849309326140936,19.533583638075267,19.50313938070191,20.093216803956217,19.63164503154808,19.365863779333115,19.47985042813467
19.54077429178716,19.37760522297605,19.294455844232257,19.769357487739143,19.47515399610877,19.430395379147285,20.028267095441105,19.571663912861755,19.306906408129585,19.413905922530105
19.472852504265457,19.324617852242717,19.225949870967685,19.70016206657206,19.40784154429756,19.350486215822333,19.95685483066256,19.48379253667593,19.23330650875571,19.35708533842308
19.395135558454893,19.26326206679997,19.16984883883459,19.62878787096141,19.33412887059104,19.2755183336222,19.88690475401313,19.405502384607058,19.15241487761187,19.29397780535104
19.327971746046305,19.18745127857075,19.09549901405264,19.544527257926823,19.26144813336147,19.18791682260184,19.801562492265017,19.32130246397752,19.093920491389746,19.214898588449728
19.2435353071233,19.11162254732964,19.016172499416182,19.45812426883129,19.17866768610756,19.1076804248909,19.71972317580941,19.25279814000278,19.02531644839842,19.133589244094598
19.17242688219809,19.03963759190652,18.940886692330093,19.378275723745432,19.10155361155682,19.034561329648856,19.63450623547692,19.181541960052588,18.94526235600405,19.060067994310515
19.0848280945124,18.955051998902285,18.86945169008973,19.2892376609532,19.024244677723143,18.949925254503015,19.548230905196192,19.087443939055515,18.86887072107397,18.97881040186661
18.99264705184094,18.86189257622876,18.791483106170528,19.183088228241512,18.934287805090204,18.863602934241325,19.452913147873613,18.999999993014708,18.777858962814083,18.88702010278354
18.91027495697892,18.768954359048166,18.70747561621254,19.104920398297786,18.85590465191192,18.782199703769106,19.340180173210747,18.912445723982472,18.68487243309922,18.78101401697914
18.82514244343834,18.679038522913032,18.622735339743254,19.006766374997596,18.7715808103831,18.69373218707488,19.241403750712017,18.82727919557433,18.59667726454695,18.6865935554699
18.7470217173276,18.584347819622835,18.53913346661805,18.90539592890491,18.67714884043426,18.599159068465607,19.131147534310728,18.72004203969165,18.50295651530332,18.59972153894893
18.63818055870497,18.49349759805151,18.457731952420023,18.810475527632505,18.57560136818708,18.503790482941493,19.022992443712084,18.61681598255796,18.4120465371622,18.501027390924307
18.529491519142542,18.40707070087304,18.357336031657425,18.71457626484252,18.47498309044118,18.399999993762712,18.92302497673092,18.519322027620568,18.31616160999456,18.39656333611976
18.43495663160942,18.30781974211139,18.251164331919107,18.621747825676536,18.39155022674932,18.309539687021505,18.81727574125672,18.41427617798056,18.21471172358691,18.291777182264
18.341975707797182,18.212585582584747,18.166011781870985,18.526091231202464,18.30386377920633,18.208073508956986,18.705689987342808,18.308171966423316,18.11411802474271,18.19086459439124
18.24120115652528,18.112287450076263,18.063788653974296,18.425573129342727,18.211340200318517,18.112366800738663,18.59620334022001,18.20439134058625,18.02374077060515,18.083467088897763
18.132465051419167,18.01862373168604,17.952788333982006,18.32655653801571,18.118187573473325,18.00508258640245,18.48797467769368,18.09656924456907,17.92203282262562,17.987997467470628
18.03062499436543,17.904658379532716,17.85224438346252,18.212499994308597,18.00997505673006,17.90906249440342,18.366749682949333,17.985312494379592,17.813354031734985,17.885021747083588
17.914206636557747,17.802016493186063,17.755214718479998,18.1134686291164,17.906134963832475,17.807810572629826,18.247473195023744,17.888376378263107,17.712190645367496,17.782329557388465
17.822087740447174,17.68590321079474,17.65650467320963,18.013014522393156,17.806217923994502,17.716187589193286,18.126845429910563,17.79358352972349,17.607454157617237,17.673383453331315
17.71539148028717,17.586217090332383,17.55420254898895,17.90705986955405,17.708642703383237,17.613575463645855,18.01363770589575,17.688412267593563,17.514936404165947,17.55785734905065
17.61159929185366,17.485739226575745,17.457176259147275,17.79044548130409,17.58988599310439,17.51318101420235,17.913043473033838,17.575908552879277,17.4153084931853,17.45719277301771
17.496686828724666,17.37457044175986,17.346850728401826,17.676275578646216,17.479436290630016,17.39700374030625,17.794658237278963,17.45719226939833,17.312714771674482,17.350716327406673
17.38367809085189,17.26916572230294,17.24214992440109,17.558831863465034,17.3652050870254,17.28676678456028,17.669115564377194,17.345619501744935,17.206031562230542,17.246474896433593
17.26819068378361,17.160887651272986,17.117974397017814,17.432914918428754,17.251530323524896,17.17312516945271,17.539188433146418,17.229567638150748,17.0995839064911,17.13623750911869
17.154964339781962,17.051582964778497,17.006020794470164,17.311745330046172,17.12370005004825,17.063905645347255,17.415800979383324,17.12596047828596,16.988264187503205,17.0191047988485
17.042363729886034,16.930469794112625,16.88933763680955,17.193304530995327,17.016424335752173,16.946033454682667,17.288787303767467,17.009179261066638,16.87382549882582,16.90550335116631
16.926466679870863,16.811460254340783,16.77695363793988,17.070916330127247,16.902781452476084,16.82505972476107,17.16291985793099,16.899601589136893,16.761816737057877,16.79244784346648
16.813528331989154,16.690389606054445,16.665363560942048,16.95401097022367,16.776648418874995,16.7153303691002,17.04448490711642,16.796968900758568,16.647792203468107,16.672467528137023
16.695272349256097,16.56923862632365,16.550256406012757,16.837789198756354,16.66076922649724,16.59943473365893,16.92374615738901,16.684061692369138,16.53219212658861,16.552631574718287
16.5765925135044,16.449610450754058,16.430877896964965,16.721294887020413,16.54389505132596,16.47320525367209,16.79159325024123,16.564491649831943,16.411661217287847,16.44232218737313
16.456354136668402,16.341988126522754,16.31720029379072,16.604876830901997,16.425167531291844,16.360109421447376,16.66650160518284,16.44613087423585,16.295746781331417,16.32863501079905
16.345730360571146,16.22730590989844,16.19213866792184,16.48567931052982,16.302978511644778,16.246635670113374,16.543483552608162,16.32386780506148,16.188853731762265,16.215624235527955
16.226287911356213,16.106561298825056,16.07398510303291,16.365606932474563,16.180158535628113,16.127347131408918,16.430352429530004,16.19605009243833,16.076628348640654,16.097701145570472
16.107506508144088,15.985862390201255,15.968794322466003,16.23525230603287,16.069739948919683,16.0089983386197,16.307692303844338,16.072731576386463,15.953817149869504,15.983034868995514
15.996039138863924,15.86760954883663,15.846010696476853,16.113519809763748,15.9567341205032,15.893522829474946,16.182029250944503,15.961538457817822,15.839322973373678,15.865290977077372
15.879614763613937,15.748403281079286,15.724422060946573,15.992888273458846,15.832684821278852,15.773905064027996,16.0571036966521,15.84239504110062,15.71829379203506,15.742928828525791
15.768276169727374,15.626122079078517,15.610585582069689,15.86975168941992,15.709459455921293,15.657490971196411,15.928089884061102,15.720993224442212,15.595825849282802,15.617594251432315
15.647280795638782,15.51225435736095,15.486594279750364,15.7495003296137,15.5894083723489,15.529855712424004,15.80278575816874,15.596935372952045,15.476705671124597,15.493707216715896
15.526315786082918,15.38170757867006,15.36246730266729,15.62355254192188,15.457715776927262,15.40489189443003,15.679643319773891,15.47651299640015,15.357375621256272,15.371931345780592
15.399011599613448,15.264643006570193,15.242710116800447,15.505374029341064,15.339622638220492,15.282982377463904,15.550706030049056,15.361134992398725,15.237067119444832,15.255023511061346
15.28308667753,15.148475285983496,15.129535861787016,15.383037221788696,15.215189870207764,15.15961944711213,15.416964846260372,15.24323180726666,15.12155625339189,15.128496316481913
15.162055332814216,15.027720311330633,15.01494705936995,15.253277832413469,15.095079922130976,15.04347825774007,15.294263819570457,15.128616021825469,14.99482829644294,15.004344225278372
15.04830126585176,14.9017093986769,14.899714049244338,15.12592137282434,14.98120914726691,14.915882109104404,15.175259829799211,15.013104010030077,14.869352866326953,14.87464387161688
14.930930323211651,14.783183180223586,14.781350479344583,15.003021145014497,14.859927649746798,14.797019731212842,15.05716004511489,14.884189322279116,14.752152149198768,14.765718859678469
14.81989300280961,14.658920832087649,14.664623291543478,14.878541704997316,14.740557639956386,14.676045172443818,14.938030389789215,14.76243312566625,14.628003147966126,14.649852213862095
14.69610136165768,14.53641998943502,14.546692604173794,14.760038983477576,14.62548637847753,14.550487326598343,14.809126210716672,14.639571147243748,14.50426191117701,14.534225321982891
14.575949364293066,14.414141411394292,14.425727409183436,14.640774834169394,14.498851452048456,14.44207901525852,14.684944590239787,14.522823165607436,14.3788831685956,14.409273036746942
