Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta
169.0,170.88571428571427,170.97142857142856,170.85714285714286,174.65714285714284,174.31428571428572,172.31428571428572,169.5142857142857,171.25714285714287,174.94285714285715
123.22916409939242,157.39473270013863,135.99999690909098,132.8888859358025,156.74358572452346,129.80850787641472,134.0222192439507,134.84090602634305,127.53191218017209,127.56249734244798
100.25423558891129,139.09302002109257,110.81481276268866,112.83018655037384,124.7550994947939,108.94642662595668,160.7321399869261,98.8833316852778,110.99999794444447,109.33928376179853
125.59999820571431,117.27450750442142,136.24242217814512,94.9206334139582,109.16071233641586,87.15714161204083,138.47692094650893,88.55223748429496,84.42253402221783,90.04411632288064
114.18181669893744,96.46774037955258,116.77921926260754,85.42857020816328,83.73972488027775,76.26249904671876,125.0138871525849,75.10126487213589,77.8441548331928,85.04166548553243
98.78651574397172,81.93150572696568,105.7882340495502,74.74999906562502,74.54877957867342,69.32954466670972,111.12345541822894,65.19780148134284,67.34831385001895,68.03333257740742
90.63917432330749,72.06024009565976,96.688171003353,71.19047534297053,68.68539248668098,63.55208267133247,107.15476062911,59.3299994067,61.79381379594007,59.446601364596106
84.53846072559172,63.6276588975781,79.57522053473257,62.94736775844876,57.13084058756224,57.018691055900085,91.84693783829655,56.50476136662133,54.4909085955372,56.17431141124485
68.68749946337891,51.56034438310048,65.15941981768536,49.83333291805556,47.75781212689209,47.29457327678625,72.58870909202655,46.351562137878425,47.57142819387756,47.465115911123135
54.2716046032617,40.965753144070185,52.89411733591696,40.13422791856223,38.20624976121094,38.37106894106246,58.44805156851915,37.55063267373017,38.178343705870425,39.24999974839744
44.629441397820095,34.1771426618449,47.07853378492914,32.85714267660911,33.04324306463112,32.45212748695677,48.39247285810499,32.07027009691746,32.22580627835588,33.09729711839299
39.07555538188642,28.893719667180097,41.43778782747563,27.685185057013037,28.565420427264392,27.98623840373285,40.91363617766529,28.252380817845808,28.40758280375553,28.08715583446259
34.478431237339485,25.130251995251044,36.404858152207055,24.016064160578058,24.649193448995188,24.600806352416104,35.86055762605356,25.033755168633945,24.267206379485,24.39442221356804
